#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 908: Alpine Meadows, WA
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qc flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qa flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Density           Value       None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qc flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qa flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Alpine Meadows (908) 
# Washington  SNOTEL Site - 3500 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 19, 2022 10:09:41 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Water Equivalent QC Flag Start of Day Values,Snow Water Equivalent QA Flag Start of Day Values,Snow Density (pct) Start of Day Values,Snow Density QC Flag Start of Day Values,Snow Density QA Flag Start of Day Values
2015-12-21,6.4,V,,26.7,E,U
2015-12-22,8.3,V,,21.8,V,U
2015-12-23,9.5,V,,23.8,V,U
2015-12-24,13.2,V,,24.9,V,U
2015-12-25,15.3,V,,23.9,E,U
2015-12-26,15.5,V,,26.3,V,U
2015-12-27,15.5,V,,27.2,V,U
2015-12-28,16.4,V,,26.0,V,U
2015-12-29,16.4,V,,27.3,V,U
2015-12-30,16.2,V,,27.9,V,U
2015-12-31,16.2,V,,28.4,V,U
2016-01-01,16.2,V,,29.5,V,U
2016-01-02,16.3,V,,30.2,V,U
2016-01-03,16.2,V,,30.6,V,U
2016-01-04,16.3,V,,32.0,V,U
2016-01-05,16.7,V,,30.9,V,U
2016-01-06,17.0,V,,32.7,V,U
2016-01-07,17.1,V,,32.9,V,U
2016-01-08,17.0,V,,33.3,V,U
2016-01-09,17.0,V,,33.3,V,U
2016-01-10,16.9,V,,33.8,V,U
2016-01-11,16.9,V,,34.5,V,U
2016-01-12,17.9,V,,38.1,V,U
2016-01-13,18.4,V,,40.0,V,U
2016-01-14,19.4,V,,40.4,V,U
2016-01-15,18.8,V,,40.0,V,U
2016-01-16,19.0,V,,41.3,V,U
2016-01-17,19.3,V,,43.9,V,U
2016-01-18,19.0,V,,43.2,V,U
2016-01-19,18.7,V,,41.6,V,U
2016-01-20,18.8,V,,40.0,V,U
2016-01-21,19.4,V,,42.2,V,U
2016-01-22,19.3,V,,43.9,V,U
2016-01-23,18.8,V,,44.8,V,U
2016-01-24,19.3,V,,42.0,V,U
2016-01-25,19.4,V,,43.1,V,U
2016-01-26,19.4,V,,43.1,V,U
2016-01-27,19.3,V,,46.0,V,U
2016-01-28,19.3,V,,48.2,V,U
2016-01-29,18.4,V,,46.0,V,U
2016-01-30,18.9,V,,46.1,V,U
2016-01-31,19.7,V,,42.8,V,U
2016-02-01,20.3,V,,42.3,V,U
2016-02-02,20.8,V,,40.0,V,U
2016-02-03,20.8,V,,40.8,V,U
2016-02-04,21.7,V,,40.2,V,U
2016-02-05,22.7,V,,42.0,V,U
2016-02-06,23.2,V,,43.8,V,U
2016-02-07,22.8,V,,44.7,V,U
2016-02-08,22.6,V,,45.2,V,U
2016-02-09,22.5,V,,45.0,V,U
2016-02-10,22.4,V,,46.7,V,U
2016-02-11,22.7,V,,48.3,V,U
2016-02-12,22.7,V,,50.4,V,U
2016-02-13,22.0,V,,48.9,V,U
2016-02-14,23.2,V,,49.4,V,U
2016-02-15,22.4,V,,49.8,V,U
2016-02-16,22.0,V,,51.2,V,U
2016-02-17,21.1,V,,50.2,V,U
2016-02-18,21.4,V,,51.0,V,U
2016-02-19,21.5,V,,50.0,V,U
2016-02-20,22.6,V,,51.4,V,U
2016-02-21,22.7,V,,48.3,V,U
2016-02-22,22.7,V,,48.3,V,U
2016-02-23,23.2,V,,48.3,V,U
2016-02-24,23.3,V,,48.5,V,U
2016-02-25,23.3,V,,49.6,V,U
2016-02-26,23.4,V,,48.8,V,U
2016-02-27,23.8,V,,51.7,V,U
2016-02-28,23.7,V,,52.7,V,U
2016-02-29,24.1,V,,51.3,V,U
2016-03-01,24.2,V,,49.4,V,U
2016-03-02,25.5,V,,51.0,V,U
2016-03-03,26.2,V,,52.4,V,U
2016-03-04,25.6,V,,50.2,V,U
2016-03-05,25.2,V,,51.4,V,U
2016-03-06,25.1,V,,53.4,V,U
2016-03-07,25.2,V,,52.5,V,U
2016-03-08,26.7,V,,46.0,V,U
2016-03-09,26.7,V,,46.8,V,U
2016-03-10,27.7,V,,46.9,E,U
2016-03-11,27.8,V,,47.9,V,U
2016-03-12,27.7,V,,49.5,V,U
2016-03-13,28.4,V,,48.1,V,U
2016-03-14,28.7,V,,47.0,V,U
2016-03-15,30.4,V,,45.4,V,U
2016-03-16,31.5,V,,43.8,V,U
2016-03-17,31.8,V,,44.8,E,U
2016-03-18,31.9,V,,45.6,V,U
2016-03-19,31.9,V,,45.6,V,U
2016-03-20,31.9,V,,46.2,V,U
2016-03-21,32.3,V,,48.9,E,U
2016-03-22,33.1,V,,51.7,V,U
2016-03-23,33.6,V,,50.9,V,U
2016-03-24,34.4,V,,51.3,V,U
2016-03-25,34.9,V,,48.5,V,U
2016-03-26,34.9,V,,48.5,V,U
2016-03-27,34.8,V,,49.7,V,U
2016-03-28,37.1,V,,48.2,V,U
2016-03-29,36.7,V,,48.9,V,U
2016-03-30,36.5,V,,49.3,V,U
2016-03-31,36.4,V,,50.6,V,U
2016-04-01,36.8,V,,51.8,V,U
2016-04-02,36.8,V,,53.3,V,U
2016-04-03,36.3,V,,52.6,V,U
2016-04-04,36.1,V,,53.9,V,U
2016-04-05,37.3,V,,53.3,E,U
2016-04-06,37.0,V,,52.1,V,U
2016-04-07,36.6,V,,52.3,V,U
2016-04-08,36.6,V,,54.6,E,U
2016-04-09,35.8,V,,55.1,V,U
2016-04-10,35.1,V,,54.0,V,U
2016-04-11,34.4,V,,54.6,V,U
2016-04-12,33.9,V,,53.8,V,U
2016-04-13,34.5,V,,53.1,V,U
2016-04-14,34.1,V,,54.1,V,U
2016-04-15,33.9,V,,53.8,V,U
2016-04-16,33.9,V,,53.8,V,U
2016-04-17,33.7,V,,54.4,V,U
2016-04-18,33.6,V,,56.0,V,U
2016-04-19,32.7,V,,55.4,V,U
2016-04-20,31.5,V,,55.3,E,U
2016-04-21,30.2,V,,54.9,E,U
2016-04-22,29.2,V,,54.1,E,U
2016-04-23,28.6,V,,54.0,E,U
2016-04-24,28.4,V,,54.6,E,U
2016-04-25,28.2,V,,54.2,E,U
2016-04-26,28.3,V,,54.4,E,U
2016-04-27,28.0,V,,53.8,V,U
2016-04-28,27.8,V,,53.5,E,U
2016-04-29,27.7,V,,54.3,E,U
2016-04-30,27.5,V,,53.9,E,U
2016-05-01,27.2,V,,53.3,E,U
2016-05-02,26.1,V,,54.4,E,U
2016-05-03,24.7,V,,54.9,E,U
2016-05-04,23.5,V,,54.7,E,U
2016-05-05,22.5,V,,54.9,E,U
2016-05-06,21.8,V,,53.2,E,U
2016-05-07,20.6,V,,54.2,E,U
2016-05-08,19.0,V,,54.3,E,U
2016-05-09,18.4,V,,54.1,E,U
2016-05-10,17.4,V,,51.2,E,U
2016-05-11,16.3,V,,52.6,E,U
2016-05-12,14.7,V,,52.5,E,U
2016-05-13,13.4,V,,51.5,E,U
2016-05-14,11.8,V,,51.3,E,U
2016-05-15,10.9,V,,51.9,E,U
2016-05-16,10.2,V,,51.0,E,U
2016-05-17,9.5,V,,52.8,E,U
2016-05-18,8.5,V,,50.0,E,U
2016-05-19,7.9,V,,49.4,E,U
2016-05-20,7.1,V,,47.3,E,U
2016-05-21,6.1,V,,50.8,E,U
2016-05-22,5.5,V,,50.0,E,U
2016-05-23,4.5,V,,45.0,E,U
2016-05-24,3.8,V,,47.5,E,U
2016-05-25,2.9,V,,48.3,E,U
2016-05-26,1.7,V,,42.5,E,U
2016-05-27,1.2,V,,40.0,E,U
2016-05-28,0.7,V,,,,
2016-05-29,0.5,V,,,,
2016-05-30,0.0,E,,,,
2016-05-31,0.0,E,,,,
2016-06-01,0.0,E,,,,
2016-06-02,0.0,V,,,,
2016-06-03,0.0,E,,,,
2016-06-04,0.0,E,,,,
2016-06-05,0.0,E,,,,
2016-06-06,0.0,E,,,,
2016-06-07,0.0,E,,,,
2016-06-08,0.0,E,,,,
2016-06-09,0.0,E,,,,
2016-06-10,0.0,E,,,,
2016-06-11,0.0,E,,,,
2016-06-12,0.0,V,,,,
2016-06-13,0.0,E,,,,
2016-06-14,0.0,V,,,,
2016-06-15,0.0,V,,,,
2016-06-16,0.0,V,,,,
2016-06-17,0.0,E,,,,
2016-06-18,0.0,V,,,,
2016-06-19,0.0,V,,,,
2016-06-20,0.0,E,,,,
2016-06-21,0.0,E,,,,
2016-06-22,0.0,E,,,,
2016-06-23,0.0,E,,,,
2016-06-24,0.0,E,,,,
2016-06-25,0.0,E,,,,
2016-06-26,0.0,E,,,,
2016-06-27,0.0,E,,,,
2016-06-28,0.0,E,,,,
2016-06-29,0.0,E,,,,
2016-06-30,0.0,E,,,,
2016-07-01,0.0,E,,,,
2016-07-02,0.0,E,,,,
2016-07-03,0.0,E,,,,
2016-07-04,0.0,E,,,,
2016-07-05,0.0,E,,,,
2016-07-06,0.0,E,,,,
2016-07-07,0.0,E,,,,
2016-07-08,0.0,E,,,,
2016-07-09,0.0,E,,,,
2016-07-10,0.0,E,,,,
2016-07-11,0.0,E,,,,
2016-07-12,0.0,E,,,,
2016-07-13,0.0,E,,,,
2016-07-14,0.0,E,,,,
2016-07-15,0.0,E,,,,
2016-07-16,0.0,E,,,,
2016-07-17,0.0,E,,,,
2016-07-18,0.0,E,,,,
2016-07-19,0.0,E,,,,
2016-07-20,0.0,E,,,,
2016-07-21,0.0,E,,,,
2016-07-22,0.0,E,,,,
2016-07-23,0.0,E,,,,
2016-07-24,0.0,E,,,,
2016-07-25,0.0,E,,,,
2016-07-26,0.0,E,,,,
2016-07-27,0.0,E,,,,
2016-07-28,0.0,E,,,,
2016-07-29,0.0,E,,,,
2016-07-30,0.0,E,,,,
2016-07-31,0.0,E,,,,
2016-08-01,0.0,E,,,,
2016-08-02,0.0,E,,,,
2016-08-03,0.0,E,,,,
2016-08-04,0.0,E,,,,
2016-08-05,0.0,E,,,,
2016-08-06,0.0,E,,,,
2016-08-07,0.0,E,,,,
2016-08-08,0.0,E,,,,
2016-08-09,0.0,E,,,,
2016-08-10,0.0,E,,,,
2016-08-11,0.0,E,,,,
2016-08-12,0.0,E,,,,
2016-08-13,0.0,E,,,,
2016-08-14,0.0,E,,,,
2016-08-15,0.0,E,,,,
2016-08-16,0.0,E,,,,
2016-08-17,0.0,E,,,,
2016-08-18,0.0,E,,,,
2016-08-19,0.0,E,,,,
2016-08-20,0.0,E,,,,
2016-08-21,0.0,E,,,,
2016-08-22,0.0,E,,,,
2016-08-23,0.0,E,,,,
2016-08-24,0.0,E,,,,
2016-08-25,0.0,E,,,,
2016-08-26,0.0,E,,,,
2016-08-27,0.0,E,,,,
2016-08-28,0.0,E,,,,
2016-08-29,0.0,E,,,,
2016-08-30,0.0,E,,,,
2016-08-31,0.0,E,,,,
2016-09-01,0.0,E,,,,
2016-09-02,0.0,E,,,,
2016-09-03,0.0,E,,,,
2016-09-04,0.0,E,,,,
2016-09-05,0.0,E,,,,
2016-09-06,0.0,E,,,,
2016-09-07,0.0,E,,,,
2016-09-08,0.0,E,,,,
2016-09-09,0.0,E,,,,
2016-09-10,0.0,E,,,,
2016-09-11,0.0,E,,,,
2016-09-12,0.0,E,,,,
2016-09-13,0.0,E,,,,
2016-09-14,0.0,E,,,,
2016-09-15,0.0,E,,,,
2016-09-16,0.0,E,,,,
2016-09-17,0.0,E,,,,
2016-09-18,0.0,E,,,,
2016-09-19,0.0,E,,,,
2016-09-20,0.0,E,,,,
2016-09-21,0.0,E,,,,
2016-09-22,0.0,E,,,,
2016-09-23,0.0,E,,,,
2016-09-24,0.0,E,,,,
2016-09-25,0.0,E,,,,
2016-09-26,0.0,E,,,,
2016-09-27,0.0,E,,,,
2016-09-28,0.0,E,,,,
2016-09-29,0.0,E,,,,
2016-09-30,0.0,E,,,,
2016-10-01,0.0,E,,,,
2016-10-02,0.0,E,,,,
2016-10-03,0.0,E,,,,
2016-10-04,0.0,E,,,,
2016-10-05,0.0,E,,,,
2016-10-06,0.0,V,,,,
2016-10-07,0.0,E,,,,
2016-10-08,0.0,V,,,,
2016-10-09,0.0,V,,,,
2016-10-10,0.0,E,,,,
2016-10-11,0.0,V,,,,
2016-10-12,0.0,V,,,,
2016-10-13,0.0,V,,,,
2016-10-14,0.0,V,,,,
2016-10-15,0.0,E,,,,
2016-10-16,0.0,E,,,,
2016-10-17,0.0,E,,,,
2016-10-18,0.0,E,,,,
2016-10-19,0.0,E,,,,
2016-10-20,0.0,E,,,,
2016-10-21,0.0,V,,,,
2016-10-22,0.0,V,,,,
2016-10-23,0.0,E,,,,
2016-10-24,0.0,V,,,,
2016-10-25,0.0,V,,,,
2016-10-26,0.0,V,,,,
2016-10-27,0.0,V,,,,
2016-10-28,0.0,E,,,,
2016-10-29,0.0,V,,,,
2016-10-30,0.0,V,,,,
2016-10-31,0.0,E,,,,
2016-11-01,0.0,V,,,,
2016-11-02,0.0,E,,,,
2016-11-03,0.0,E,,,,
2016-11-04,0.0,E,,,,
2016-11-05,0.0,E,,,,
2016-11-06,0.0,V,,,,
2016-11-07,0.0,V,,,,
2016-11-08,0.0,E,,,,
2016-11-09,0.0,V,,,,
2016-11-10,0.0,V,,,,
2016-11-11,0.0,E,,,,
2016-11-12,0.0,V,,,,
2016-11-13,0.0,V,,,,
2016-11-14,0.0,V,,,,
2016-11-15,0.0,V,,,,
2016-11-16,1.6,V,,16.0,V,U
2016-11-17,2.1,V,,21.0,V,U
2016-11-18,2.1,V,,23.3,V,U
2016-11-19,1.9,V,,21.1,V,U
2016-11-20,1.9,V,,23.8,E,U
2016-11-21,1.8,V,,30.0,E,U
2016-11-22,1.7,V,,34.0,V,U
2016-11-23,1.6,V,,40.0,V,U
2016-11-24,2.6,V,,28.9,V,U
2016-11-25,3.0,V,,33.3,V,U
2016-11-26,3.0,V,,33.3,E,U
2016-11-27,2.8,V,,35.0,V,U
2016-11-28,4.2,V,,35.0,V,U
2016-11-29,6.0,V,,33.3,V,U
2016-11-30,6.1,V,,38.1,E,U
2016-12-01,8.6,V,,39.1,V,U
2016-12-02,8.8,V,,48.9,V,U
2016-12-03,10.5,V,,45.7,V,U
2016-12-04,12.2,V,,43.6,V,U
2016-12-05,13.8,V,,37.3,V,U
2016-12-06,14.5,V,,40.3,V,U
2016-12-07,14.5,V,R,41.4,V,R
2016-12-08,14.6,V,R,42.9,V,R
2016-12-09,14.5,V,,42.6,V,U
2016-12-10,16.1,V,,33.5,V,U
2016-12-11,17.6,V,,37.4,V,U
2016-12-12,20.1,V,,32.4,V,U
2016-12-13,21.0,V,,36.8,V,U
2016-12-14,21.0,V,,34.4,V,U
2016-12-15,21.0,V,,35.6,V,U
2016-12-16,21.2,V,,40.0,V,U
2016-12-17,21.2,V,,36.6,V,U
2016-12-18,21.1,V,,40.6,V,U
2016-12-19,21.1,V,,41.4,V,U
2016-12-20,23.1,V,,39.2,V,U
2016-12-21,23.8,V,,41.0,V,U
2016-12-22,23.6,V,,41.4,V,U
2016-12-23,23.7,V,,40.2,V,U
2016-12-24,24.8,V,,40.7,V,U
2016-12-25,25.0,V,,37.3,V,U
2016-12-26,24.9,V,,38.3,V,U
2016-12-27,25.5,V,,38.1,V,U
2016-12-28,26.7,V,,38.7,V,U
2016-12-29,27.1,V,,39.3,V,U
2016-12-30,29.0,V,,42.6,V,U
2016-12-31,29.3,V,,39.1,V,U
2017-01-01,30.4,V,,36.6,E,U
2017-01-02,30.7,V,,37.9,V,U
2017-01-03,30.8,V,,39.0,V,U
2017-01-04,30.9,V,,39.6,E,U
2017-01-05,30.8,V,,40.0,E,U
2017-01-06,30.9,V,,40.1,V,U
2017-01-07,30.9,V,,40.1,V,U
2017-01-08,30.8,V,,41.6,V,U
2017-01-09,31.7,V,,42.3,V,U
2017-01-10,32.8,V,,41.5,V,U
2017-01-11,32.7,V,,42.5,E,U
2017-01-12,32.7,V,,42.5,E,U
2017-01-13,32.6,V,,42.9,V,U
2017-01-14,32.6,V,,43.5,V,U
2017-01-15,32.7,V,,43.6,V,U
2017-01-16,32.7,V,,43.6,V,U
2017-01-17,32.8,V,,44.9,V,U
2017-01-18,34.9,V,,49.2,V,U
2017-01-19,34.3,V,,49.7,V,U
2017-01-20,34.7,V,,49.6,E,U
2017-01-21,34.5,V,,49.3,V,U
2017-01-22,34.4,V,,49.1,E,U
2017-01-23,34.8,V,,47.0,V,U
2017-01-24,34.8,V,,48.3,V,U
2017-01-25,34.7,V,,48.2,E,U
2017-01-26,34.8,V,,47.7,V,U
2017-01-27,34.8,V,,48.3,V,U
2017-01-28,34.8,V,,48.3,V,U
2017-01-29,34.8,V,,49.0,V,U
2017-01-30,35.6,V,,50.1,V,U
2017-01-31,35.4,V,,49.9,E,U
2017-02-01,35.1,V,,48.8,E,U
2017-02-02,35.0,V,,48.6,V,U
2017-02-03,34.9,V,,49.2,V,U
2017-02-04,36.3,V,,45.9,E,U
2017-02-05,40.3,V,,46.3,E,U
2017-02-06,41.2,V,,42.0,V,U
2017-02-07,41.9,V,,40.3,E,U
2017-02-08,41.7,V,,41.7,V,U
2017-02-09,43.0,V,,43.4,V,U
2017-02-10,42.7,V,,45.4,E,U
2017-02-11,43.5,V,,44.8,V,U
2017-02-12,43.4,V,,45.2,V,U
2017-02-13,43.3,V,,45.6,V,U
2017-02-14,43.3,V,,46.1,V,U
2017-02-15,43.6,V,,47.4,V,U
2017-02-16,44.3,V,,50.3,V,U
2017-02-17,42.9,V,,49.9,V,U
2017-02-18,42.6,V,,49.5,E,U
2017-02-19,43.1,V,,49.0,E,U
2017-02-20,43.4,V,,47.7,V,U
2017-02-21,44.0,V,,46.8,V,U
2017-02-22,44.2,V,,47.0,E,U
2017-02-23,44.6,V,,46.9,V,U
2017-02-24,44.8,V,,46.7,E,U
2017-02-25,45.2,V,,46.6,V,U
2017-02-26,45.9,V,,46.8,E,U
2017-02-27,47.4,V,,46.5,V,U
2017-02-28,48.5,V,,42.2,V,U
2017-03-01,48.8,V,,43.2,V,U
2017-03-02,49.3,V,,44.0,E,U
2017-03-03,50.9,V,,43.1,V,U
2017-03-04,54.9,V,,46.1,E,U
2017-03-05,53.8,V,,46.4,V,U
2017-03-06,53.7,V,,45.1,V,U
2017-03-07,54.2,V,,44.8,V,U
2017-03-08,55.3,V,,43.5,E,U
2017-03-09,55.6,V,,43.1,E,U
2017-03-10,58.8,V,,46.7,V,U
2017-03-11,58.6,V,,48.0,E,U
2017-03-12,58.2,V,,48.5,E,U
2017-03-13,57.5,V,,49.1,V,U
2017-03-14,57.7,V,,51.1,E,U
2017-03-15,57.5,V,,53.2,V,U
2017-03-16,56.2,V,,53.5,V,U
2017-03-17,55.6,V,,52.5,V,U
2017-03-18,55.6,V,,53.0,V,U
2017-03-19,56.7,V,,52.0,E,U
2017-03-20,56.5,V,,51.8,V,U
2017-03-21,56.1,V,,52.4,V,U
2017-03-22,56.8,V,,53.6,V,U
2017-03-23,56.6,V,,54.4,E,U
2017-03-24,56.6,V,,54.4,E,U
2017-03-25,57.1,V,,54.9,V,U
2017-03-26,57.3,V,,54.6,E,U
2017-03-27,57.3,V,,53.6,V,U
2017-03-28,58.6,V,,54.3,E,U
2017-03-29,62.2,V,,54.1,E,U
2017-03-30,62.4,V,,52.9,E,U
2017-03-31,62.5,V,,52.5,E,U
2017-04-01,62.2,V,,53.2,V,U
2017-04-02,62.4,V,,54.3,V,U
2017-04-03,62.7,V,,54.1,V,U
2017-04-04,62.2,V,,54.1,V,U
2017-04-05,61.8,V,,54.7,V,U
2017-04-06,62.8,V,,56.1,V,U
2017-04-07,62.8,V,,56.6,V,U
2017-04-08,62.0,V,,55.9,V,U
2017-04-09,62.2,V,,55.5,V,U
2017-04-10,62.1,V,,55.4,E,U
2017-04-11,62.7,V,,54.1,V,U
2017-04-12,62.6,V,,54.9,V,U
2017-04-13,63.8,V,,57.0,V,U
2017-04-14,64.6,V,,55.2,V,U
2017-04-15,64.8,V,,55.4,V,U
2017-04-16,64.7,V,,55.3,V,U
2017-04-17,64.2,V,,55.3,E,U
2017-04-18,65.5,V,,58.0,V,U
2017-04-19,65.9,V,,58.3,V,U
2017-04-20,65.4,V,,57.9,V,U
2017-04-21,65.4,V,,56.9,V,U
2017-04-22,65.1,V,,58.6,V,U
2017-04-23,65.1,V,,59.2,E,U
2017-04-24,65.1,V,,59.2,E,U
2017-04-25,64.3,V,,59.0,V,U
2017-04-26,64.5,V,,58.6,V,U
2017-04-27,65.3,V,,58.8,V,U
2017-04-28,65.3,V,,59.9,V,U
2017-04-29,65.0,V,,60.7,V,U
2017-04-30,65.2,V,,58.2,E,U
2017-05-01,65.5,V,,58.5,E,U
2017-05-02,65.0,V,,58.6,V,U
2017-05-03,64.4,V,,59.1,E,U
2017-05-04,64.4,V,,60.2,V,U
2017-05-05,63.0,V,,60.0,V,U
2017-05-06,62.1,V,,60.3,E,U
2017-05-07,61.6,V,,59.8,E,U
2017-05-08,60.9,V,,59.7,E,U
2017-05-09,60.5,V,,60.5,E,U
2017-05-10,60.0,V,,60.6,E,U
2017-05-11,59.0,V,,60.8,E,U
2017-05-12,58.8,V,,61.2,E,U
2017-05-13,58.2,V,,60.6,E,U
2017-05-14,58.2,V,,59.4,V,U
2017-05-15,58.1,V,,59.9,V,U
2017-05-16,58.7,V,,60.5,V,U
2017-05-17,60.0,V,,57.7,V,U
2017-05-18,59.7,V,,59.7,V,U
2017-05-19,59.2,V,,59.8,V,U
2017-05-20,58.6,V,,61.0,V,U
2017-05-21,58.0,V,,61.1,V,U
2017-05-22,57.3,V,,62.3,E,U
2017-05-23,56.0,V,,62.9,V,U
2017-05-24,54.2,V,,63.0,E,U
2017-05-25,53.1,V,,63.2,E,U
2017-05-26,52.3,V,,63.0,V,U
2017-05-27,51.2,V,,64.0,E,U
2017-05-28,49.7,V,,64.5,V,U
2017-05-29,47.7,V,,64.5,E,U
2017-05-30,45.6,V,,63.3,E,U
2017-05-31,44.3,V,,64.2,V,U
2017-06-01,43.3,V,,64.6,E,U
2017-06-02,42.0,V,,64.6,E,U
2017-06-03,40.8,V,,63.8,V,U
2017-06-04,39.8,V,,64.2,E,U
2017-06-05,39.0,V,,62.9,V,U
2017-06-06,38.0,V,,62.3,E,U
2017-06-07,36.3,V,,62.6,E,U
2017-06-08,34.4,V,,62.5,E,U
2017-06-09,33.4,V,,63.0,E,U
2017-06-10,32.3,V,,62.1,E,U
2017-06-11,31.4,V,,62.8,E,U
2017-06-12,30.4,V,,62.0,E,U
2017-06-13,29.7,V,,61.9,E,U
2017-06-14,29.0,V,,63.0,E,U
2017-06-15,28.1,V,,62.4,E,U
2017-06-16,27.5,V,,62.5,E,U
2017-06-17,25.9,V,,63.2,E,U
2017-06-18,24.9,V,,62.2,E,U
2017-06-19,23.6,V,,62.1,E,U
2017-06-20,21.9,V,,62.6,E,U
2017-06-21,20.8,V,,67.1,E,U
2017-06-22,19.1,V,,70.7,E,U
2017-06-23,17.4,V,,75.7,E,U
2017-06-24,15.3,V,,76.5,E,U
2017-06-25,12.8,V,,71.1,V,U
2017-06-26,10.1,V,,63.1,E,U
2017-06-27,7.9,V,,71.8,V,U
2017-06-28,6.1,V,,67.8,V,U
2017-06-29,4.9,V,,61.2,V,U
2017-06-30,2.0,V,,40.0,V,U
2017-07-01,0.5,E,,,,
2017-07-02,0.0,E,,,,
2017-07-03,0.0,E,,,,
2017-07-04,0.0,E,,,,
2017-07-05,0.0,E,,,,
2017-07-06,0.0,E,,,,
2017-07-07,0.0,E,,,,
2017-07-08,0.0,E,,,,
2017-07-09,0.0,E,,,,
2017-07-10,0.0,E,,,,
2017-07-11,0.0,E,,,,
2017-07-12,0.0,E,,,,
2017-07-13,0.0,E,,,,
2017-07-14,0.0,E,,,,
2017-07-15,0.0,E,,,,
2017-07-16,0.0,E,,,,
2017-07-17,0.0,E,,,,
2017-07-18,0.0,E,,,,
2017-07-19,0.0,E,,,,
2017-07-20,0.0,E,,,,
2017-07-21,0.0,E,,,,
2017-07-22,0.0,E,,,,
2017-07-23,0.0,E,,,,
2017-07-24,0.0,E,,,,
2017-07-25,0.0,E,,,,
2017-07-26,0.0,E,,,,
2017-07-27,0.0,E,,,,
2017-07-28,0.0,E,,,,
2017-07-29,0.0,E,,,,
2017-07-30,0.0,E,,,,
2017-07-31,0.0,E,,,,
2017-08-01,0.0,E,,,,
2017-08-02,0.0,E,,,,
2017-08-03,0.0,E,,,,
2017-08-04,0.0,E,,,,
2017-08-05,0.0,E,,,,
2017-08-06,0.0,E,,,,
2017-08-07,0.0,E,,,,
2017-08-08,0.0,E,,,,
2017-08-09,0.0,E,,,,
2017-08-10,0.0,E,,,,
2017-08-11,0.0,E,,,,
2017-08-12,0.0,E,,,,
2017-08-13,0.0,E,,,,
2017-08-14,0.0,E,,,,
2017-08-15,0.0,E,,,,
2017-08-16,0.0,E,,,,
2017-08-17,0.0,E,,,,
2017-08-18,0.0,E,,,,
2017-08-19,0.0,E,,,,
2017-08-20,0.0,E,,,,
2017-08-21,0.0,E,,,,
2017-08-22,0.0,E,,,,
2017-08-23,0.0,E,,,,
2017-08-24,0.0,E,,,,
2017-08-25,0.0,E,,,,
2017-08-26,0.0,E,,,,
2017-08-27,0.0,E,,,,
2017-08-28,0.0,E,,,,
2017-08-29,0.0,E,,,,
2017-08-30,0.0,E,,,,
2017-08-31,0.0,E,,,,
2017-09-01,0.0,E,,,,
